airplane,0.5171035510637498,0.5235132384645772,0.90525242482214,0.6251919861884113
rolling_stairway,0.6426547641514551,0.35074847771170825,0.1648359505284419,0.12748584052528736
fuel_truck,0.05251399253731407,0.40637948495370474,0.10502798507462814,0.1698336226851872
ground_power,0.4681099553902944,0.761341854936215,0.01903647979100545,0.04283208140620479
ramp_loader,0.31497498875572577,0.6704306440000184,0.25865364892142184,0.1774028099907776
baggage_truck,0.05680278959728449,0.8371671394065564,0.11360557919456898,0.20613621747052022
stairway,0.6593504929845673,0.7318927611433744,0.12607810185455126,0.21925065538860075
person,0.2648527670666281,0.5282666015625014,0.01870640059312135,0.09236942997685454
car,0.708535988450911,0.3673198493841154,0.07581783608533937,0.05351852416991918
person,0.8560134548611109,0.4762068383487672,0.024173583984374622,0.08747588734568242
car,0.9436369164784746,0.4122683376736118,0.10039842605590744,0.07064850983796431
tank_hose,0.2913564046223958,0.4681915509259263,0.010516357421875,0.062135416666667345
